metro,run_id,place_id,name,rating,types,lat,lon
Sgo del Estero - La Banda,20171117,8e7721e4f6a81dd3760425beef05aa5420a9aa9f,Panificadora Delicias,NA,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.792843,-64.253821
Sgo del Estero - La Banda,20171117,1e27cbe754f917a538da85d267da848a9302b9d4,Gran Panificadora Iberia,NA,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.791795,-64.254839
Sgo del Estero - La Banda,20171117,b00fae712ac663c2f86137150809ba208bf38cae,Ttantta,4.7,"{""cafe"",""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7846721,-64.2567868
Sgo del Estero - La Banda,20171117,9422f8247cbd0f1ec3cc6db03795d6b862e896ab,Del Teatro Panadería & Confitería,4.4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7864942,-64.2570492
Sgo del Estero - La Banda,20171117,152ae0c9c73a00107ab1e5dbf4bda6ea12867eb2,Deseo,NA,"{""cafe"",""bakery"",""liquor_store"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7878542,-64.2570025
Sgo del Estero - La Banda,20171117,55acc0a21ae6e761b8a6f4414b09bd3e4c8eecb8,Sabor a Mi ...Tortas Boutique,5,"{""bakery"",""bar"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7934815,-64.2551469
Sgo del Estero - La Banda,20171117,5876a8e95720dc653178f510326fcd1504535fee,Tío Nico,4.3,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7848257,-64.2582392
Sgo del Estero - La Banda,20171117,8060197b07c2308daa0ad8d8ab7cd4f170062202,Palau Panadería,4.2,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.791318,-64.257236
Sgo del Estero - La Banda,20171117,9adcaf8de5c193195712bef2fb7dd48459a314b5,Panadería y Pastelería Centro,1,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.785183,-64.2588899
Sgo del Estero - La Banda,20171117,f20a38930b97d498c585bc774c6a2d25a099e2e3,Panificadora La Gran Norte,4.3,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7735436,-64.2668272
Sgo del Estero - La Banda,20171117,8af0ce72b0d994c304e953964a11b990cf8e70de,Carrasco Dos,4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7879718,-64.2705397
Sgo del Estero - La Banda,20171117,335784fe07fb21639783c168b1fb536999d6fc00,Panadería Carrasco II,4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7879804,-64.2706861
Sgo del Estero - La Banda,20171117,26b7ff3c29c8f8ff9efb73b0f0ba28d585d12c9b,Panificadora la Familia,4.6,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7895097,-64.2712815
Sgo del Estero - La Banda,20171117,e1ea4009e1c32e9b8859cb941fde71b77971cf8f,Manjares,5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7921909,-64.268232
Sgo del Estero - La Banda,20171117,d22fd55588e8600f45a66f4fa943736791cedfb6,Peter Pan,4,"{""bakery"",""convenience_store"",""food"",""store"",""point_of_interest"",""establishment""}",-27.795484,-64.263791
Sgo del Estero - La Banda,20171117,988b0a68799c4583433a61be9b368660b031e43c,La Espiga Dorada,2,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7957986,-64.2654889
Sgo del Estero - La Banda,20171117,00bdf00fad5be5e442e6e99fa3f577d38ce28a14,Panadería Autoservicio El Ángel,4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.796336,-64.2663122
Sgo del Estero - La Banda,20171117,2f6c2327cc374303316163c4fb11c672beb43abc,Panaderia Estanciero,4,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7771705,-64.2772374
Sgo del Estero - La Banda,20171117,3c72142aba313333a809e8f21f7a07ce400b4e87,La Porteña,4.5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.79544,-64.269657
Sgo del Estero - La Banda,20171117,9a957ef322abedc33cc5ce0662c7e4ad1c8be65b,Bakery El Sol,3.8,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7935504,-64.2726454
Sgo del Estero - La Banda,20171117,4bc2374863c6bc63379b2c19855ed2bb3cba3fee,Nueva Panadería Nuri,5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.798576,-64.2599912
Sgo del Estero - La Banda,20171117,4b5e141c17b100a3c22ff1294301cee4c1daf702,La Panadería,4.7,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7921573,-64.2771948
Sgo del Estero - La Banda,20171117,9e3f03734b19d7929e7788c948a0f4a669b01eb9,Fini,4.2,"{""bakery"",""bar"",""restaurant"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7883581,-64.2593807
Sgo del Estero - La Banda,20171117,73ac34840418f66fa9061a497439bbeaadd6714a,Palau Plaza,3.7,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7883722,-64.2593731
Sgo del Estero - La Banda,20171117,8d16f5bbc83c781411fa2adddc425fa6bdf9153f,El Rey de las Medialunas,4.5,"{""bakery"",""meal_takeaway"",""restaurant"",""food"",""store"",""point_of_interest"",""establishment""}",-27.788954,-64.2610929
Sgo del Estero - La Banda,20171117,349036527e31bff12bd10975cdcaf448e1bda10e,Panadería y Fiambrería Don Toto,5,"{""bakery"",""food"",""store"",""point_of_interest"",""establishment""}",-27.7883587,-64.2640316
